customer_id,name,paytm_user,is_regular,avg_basket_value,preferred_slot,will_lapse,group
CUST0037,Deepa Patel,True,True,343.6,Afternoon,False,n/a
CUST0038,Rajesh Kumar,False,True,548.25,Evening,False,n/a
CUST0039,Priya Gupta,False,True,127.82,Morning,False,n/a
CUST0040,Deepa Iyer,True,True,578.26,Morning,False,n/a
CUST0041,Kavita Das,True,True,611.05,Afternoon,True,campaign
CUST0042,Neha Pillai,False,False,535.18,Evening,False,n/a
CUST0043,Ravi Bhatt,True,True,633.42,Evening,False,n/a
CUST0044,Anita Gupta,False,True,429.61,Evening,False,n/a
CUST0045,Vinod Iyer,True,True,571.21,Morning,False,n/a
CUST0046,Nisha Verma,False,True,183.54,Evening,True,campaign
CUST0047,Deepa Gupta,False,True,429.35,Evening,True,campaign
CUST0048,Ashok Singh,True,False,246.5,Afternoon,False,n/a
CUST0049,Manoj Rao,True,False,615.94,Morning,False,n/a
CUST0050,Rajesh Reddy,True,True,260.56,Afternoon,False,n/a
CUST0051,Anil Kumar,True,True,561.88,Evening,True,campaign
CUST0052,Neha Sharma,False,True,613.83,Morning,False,n/a
CUST0053,Manoj Singh,True,True,413.21,Afternoon,True,campaign
CUST0054,Neha Patel,False,True,456.15,Afternoon,True,campaign
CUST0055,Vinod Bhatt,True,False,146.92,Evening,False,n/a
CUST0056,Pooja Singh,True,True,189.33,Afternoon,False,n/a
CUST0057,Kavita Chauhan,False,True,125.12,Morning,True,campaign
CUST0058,Ravi Nair,True,False,428.73,Morning,False,n/a
CUST0059,Pooja Nair,True,True,614.54,Morning,False,n/a
CUST0060,Rekha Patel,False,False,307.45,Evening,False,n/a
CUST0061,Pooja Nair,False,True,206.13,Morning,True,campaign
CUST0062,Pooja Sharma,True,False,534.66,Afternoon,False,n/a
CUST0063,Divya Kumar,True,False,177.29,Morning,False,n/a
CUST0064,Meera Kumar,True,False,305.32,Morning,False,n/a
CUST0065,Deepa Sharma,False,True,267.66,Morning,False,n/a
CUST0066,Vikram Mehta,False,True,640.01,Evening,False,n/a
CUST0067,Ashok Sharma,True,False,214.64,Afternoon,False,n/a
CUST0068,Sunita Reddy,False,True,536.81,Afternoon,False,n/a
CUST0069,Nisha Reddy,True,True,255.0,Evening,False,n/a
CUST0070,Pooja Sharma,True,False,484.03,Evening,False,n/a
CUST0071,Anita Patel,True,True,472.05,Afternoon,False,n/a
CUST0072,Nisha Joshi,False,True,597.02,Evening,True,campaign
CUST0073,Neha Pillai,True,False,413.84,Morning,False,n/a
CUST0074,Pooja Das,False,False,446.22,Afternoon,False,n/a
CUST0075,Sanjay Sharma,True,True,536.45,Evening,True,campaign
CUST0076,Prakash Joshi,True,True,233.26,Afternoon,True,campaign
CUST0077,Anita Iyer,False,True,471.84,Evening,True,campaign
CUST0078,Ashok Verma,False,False,476.58,Morning,False,n/a
CUST0079,Suresh Nair,True,True,371.82,Morning,False,n/a
CUST0080,Rajesh Pillai,False,True,500.72,Afternoon,False,n/a
CUST0081,Meera Das,True,True,122.94,Morning,False,n/a
CUST0082,Pooja Kumar,True,False,394.52,Morning,False,n/a
CUST0083,Shalini Kumar,False,True,190.67,Afternoon,False,n/a
CUST0084,Divya Joshi,False,False,444.71,Evening,False,n/a
CUST0085,Vinod Pillai,False,True,595.52,Evening,False,n/a
CUST0086,Meera Chauhan,True,True,457.96,Evening,False,n/a
CUST0087,Meera Kumar,True,True,271.44,Afternoon,False,n/a
CUST0088,Ashok Joshi,False,True,199.94,Afternoon,False,n/a
CUST0089,Ravi Nair,False,True,336.03,Evening,False,n/a
CUST0090,Rajesh Pillai,True,False,326.42,Evening,False,n/a
CUST0091,Ravi Sharma,False,False,321.6,Morning,False,n/a
CUST0092,Rekha Rao,False,False,625.32,Afternoon,False,n/a
CUST0093,Shalini Kumar,True,True,377.39,Afternoon,False,n/a
CUST0094,Ashok Das,False,False,607.36,Evening,False,n/a
CUST0095,Shalini Sharma,False,True,471.39,Morning,False,n/a
CUST0096,Prakash Pillai,True,True,146.65,Afternoon,True,campaign
CUST0097,Ashok Patel,True,True,586.21,Afternoon,False,n/a
CUST0098,Pooja Singh,False,True,516.98,Morning,True,campaign
CUST0099,Rekha Kumar,False,False,465.43,Morning,False,n/a
CUST0100,Deepa Patel,False,True,246.43,Afternoon,False,n/a
CUST0101,Divya Reddy,False,True,490.72,Afternoon,False,n/a
CUST0102,Kavita Reddy,False,True,284.85,Evening,False,n/a
CUST0103,Ramesh Rao,False,False,318.91,Evening,False,n/a
CUST0104,Suresh Verma,False,False,248.71,Evening,False,n/a
CUST0105,Neha Reddy,False,True,141.77,Evening,False,n/a
CUST0106,Pooja Mehta,True,True,126.71,Afternoon,False,n/a
CUST0107,Meera Reddy,True,True,592.53,Afternoon,False,n/a
CUST0108,Ravi Nair,True,False,631.7,Afternoon,False,n/a
CUST0109,Nisha Bhatt,True,False,434.01,Afternoon,False,n/a
CUST0110,Deepa Verma,True,True,517.75,Evening,False,n/a
CUST0111,Nisha Das,True,True,292.26,Afternoon,True,campaign
CUST0112,Suresh Mehta,False,True,586.57,Evening,True,campaign
CUST0113,Vikram Sharma,True,True,247.92,Afternoon,False,n/a
CUST0114,Meera Kumar,False,True,380.14,Morning,True,campaign
CUST0115,Anil Rao,True,False,282.29,Evening,False,n/a
CUST0116,Rekha Bhatt,False,True,648.21,Evening,False,n/a
CUST0117,Ashok Mehta,False,True,253.24,Morning,False,n/a
CUST0118,Anita Patel,True,False,623.97,Evening,False,n/a
CUST0119,Kavita Patel,True,True,504.03,Evening,False,n/a
CUST0120,Nisha Rao,False,False,277.01,Afternoon,False,n/a
CUST0121,Kavita Rao,True,True,265.39,Morning,False,n/a
CUST0122,Shalini Rao,False,True,580.28,Afternoon,False,n/a
CUST0123,Priya Sharma,False,True,353.45,Morning,False,n/a
CUST0124,Sunita Singh,False,True,555.72,Afternoon,False,n/a
CUST0125,Meera Verma,False,False,200.42,Evening,False,n/a
CUST0126,Neha Verma,False,True,525.16,Evening,False,n/a
CUST0127,Nisha Kumar,False,True,601.51,Afternoon,False,n/a
CUST0128,Arun Pillai,True,True,443.1,Evening,False,n/a
CUST0129,Priya Patel,False,True,163.03,Morning,False,n/a
CUST0130,Kavita Verma,True,True,485.37,Afternoon,False,n/a
CUST0131,Neha Gupta,True,False,492.58,Afternoon,False,n/a
CUST0132,Anil Kumar,False,False,451.28,Evening,False,n/a
CUST0133,Suresh Pillai,True,True,198.96,Afternoon,False,n/a
CUST0134,Manoj Verma,True,False,435.37,Evening,False,n/a
CUST0135,Neha Chauhan,True,False,490.86,Afternoon,False,n/a
CUST0136,Vinod Bhatt,True,True,591.39,Evening,True,campaign
CUST0137,Ashok Singh,True,True,477.38,Evening,False,n/a
CUST0138,Arun Sharma,False,False,262.84,Morning,False,n/a
CUST0139,Kavita Bhatt,True,True,267.42,Evening,False,n/a
CUST0140,Pooja Bhatt,False,True,336.42,Afternoon,False,n/a
CUST0141,Divya Reddy,False,True,487.65,Afternoon,True,campaign
CUST0142,Divya Das,False,True,361.06,Afternoon,True,campaign
CUST0143,Vikram Joshi,True,False,578.4,Morning,False,n/a
CUST0144,Divya Chauhan,True,True,311.74,Afternoon,False,n/a
CUST0145,Prakash Chauhan,False,True,411.09,Afternoon,False,n/a
CUST0146,Rajesh Bhatt,True,False,442.7,Morning,False,n/a
CUST0147,Ravi Iyer,True,True,336.24,Morning,False,n/a
CUST0148,Priya Chauhan,False,True,201.6,Evening,False,n/a
CUST0149,Neha Singh,True,True,370.28,Afternoon,True,campaign
CUST0150,Shalini Nair,True,False,389.37,Morning,False,n/a
CUST0151,Anil Singh,False,False,300.13,Evening,False,n/a
CUST0152,Vikram Sharma,True,True,431.08,Evening,True,holdout
CUST0153,Meera Nair,True,True,296.19,Evening,False,n/a
CUST0154,Sanjay Chauhan,False,False,639.81,Morning,False,n/a
CUST0155,Arun Das,True,False,143.13,Evening,False,n/a
CUST0156,Meera Das,True,False,555.0,Morning,False,n/a
CUST0157,Meera Gupta,True,False,295.96,Morning,False,n/a
CUST0158,Rajesh Reddy,True,True,502.9,Afternoon,False,n/a
CUST0159,Prakash Nair,True,False,260.46,Evening,False,n/a
CUST0160,Ravi Das,False,False,571.74,Evening,False,n/a
CUST0161,Sanjay Joshi,False,False,378.61,Evening,False,n/a
CUST0162,Sunita Verma,True,False,272.31,Morning,False,n/a
CUST0163,Anita Verma,True,True,455.89,Morning,False,n/a
CUST0164,Rajesh Iyer,False,False,144.38,Morning,False,n/a
CUST0165,Neha Mehta,True,True,401.52,Evening,False,n/a
CUST0166,Divya Iyer,True,True,581.54,Evening,False,n/a
CUST0167,Divya Kumar,True,True,243.06,Evening,False,n/a
CUST0168,Vikram Chauhan,True,True,546.46,Afternoon,False,n/a
CUST0169,Divya Iyer,True,False,643.46,Afternoon,False,n/a
CUST0170,Prakash Pillai,False,True,280.12,Afternoon,False,n/a
CUST0171,Meera Reddy,True,True,424.65,Evening,False,n/a
CUST0172,Neha Sharma,False,True,265.47,Evening,False,n/a
CUST0173,Divya Gupta,False,False,561.4,Afternoon,False,n/a
CUST0174,Deepa Mehta,True,True,252.83,Evening,True,campaign
CUST0175,Divya Nair,False,False,462.56,Afternoon,False,n/a
CUST0176,Rajesh Gupta,False,False,167.77,Afternoon,False,n/a
CUST0177,Ashok Pillai,True,True,405.89,Afternoon,False,n/a
CUST0178,Vinod Singh,False,True,557.09,Afternoon,False,n/a
CUST0179,Neha Joshi,False,True,159.91,Morning,False,n/a
CUST0180,Divya Das,False,False,313.86,Afternoon,False,n/a
CUST0181,Ramesh Singh,True,True,476.6,Evening,False,n/a
CUST0182,Vikram Das,False,False,177.42,Morning,False,n/a
CUST0183,Meera Sharma,False,False,293.84,Evening,False,n/a
CUST0184,Deepa Verma,False,True,491.57,Evening,False,n/a
CUST0185,Pooja Reddy,True,False,281.31,Afternoon,False,n/a
CUST0186,Priya Reddy,True,True,325.98,Afternoon,False,n/a
CUST0187,Divya Pillai,False,False,589.27,Evening,False,n/a
CUST0188,Priya Bhatt,False,False,268.26,Evening,False,n/a
CUST0189,Rekha Patel,True,False,573.39,Morning,False,n/a
CUST0190,Divya Mehta,True,False,310.1,Afternoon,False,n/a
CUST0191,Vikram Patel,False,False,556.82,Morning,False,n/a
CUST0192,Divya Patel,False,True,131.32,Afternoon,False,n/a
CUST0193,Deepa Nair,False,True,559.8,Evening,False,n/a
CUST0194,Suresh Patel,False,True,530.42,Evening,False,n/a
CUST0195,Ramesh Singh,False,True,188.9,Afternoon,True,campaign
CUST0196,Kavita Reddy,False,True,127.88,Morning,False,n/a
CUST0197,Arun Joshi,True,True,187.18,Afternoon,False,n/a
CUST0198,Vinod Reddy,False,True,532.35,Evening,False,n/a
CUST0199,Arun Reddy,True,True,446.01,Evening,False,n/a
CUST0200,Divya Rao,True,False,152.24,Afternoon,False,n/a
CUST0201,Sanjay Pillai,False,True,602.14,Morning,False,n/a
CUST0202,Anil Joshi,False,True,265.76,Evening,False,n/a
CUST0203,Arun Joshi,True,True,276.3,Evening,True,campaign
CUST0204,Nisha Pillai,True,False,571.98,Evening,False,n/a
CUST0205,Shalini Patel,True,False,339.32,Afternoon,False,n/a
CUST0206,Sanjay Pillai,False,True,285.64,Afternoon,False,n/a
CUST0207,Rekha Nair,False,True,168.35,Morning,False,n/a
CUST0208,Anil Pillai,True,False,550.24,Evening,False,n/a
CUST0209,Sunita Joshi,False,True,583.01,Afternoon,False,n/a
CUST0210,Anita Gupta,False,True,306.37,Evening,False,n/a
CUST0211,Vinod Patel,True,True,569.06,Afternoon,False,n/a
CUST0212,Shalini Mehta,True,True,239.86,Afternoon,False,n/a
CUST0213,Shalini Sharma,False,True,487.54,Morning,False,n/a
CUST0214,Kavita Singh,False,True,300.11,Morning,True,campaign
CUST0215,Kavita Nair,False,True,195.19,Evening,True,holdout
CUST0216,Ramesh Verma,False,True,342.51,Afternoon,False,n/a
CUST0217,Kavita Mehta,True,True,618.95,Evening,True,campaign
CUST0218,Anil Gupta,True,False,146.37,Morning,False,n/a
CUST0219,Vikram Chauhan,False,True,354.28,Afternoon,False,n/a
CUST0220,Suresh Reddy,True,True,479.46,Evening,True,campaign
CUST0221,Meera Rao,True,True,437.64,Morning,False,n/a
CUST0222,Suresh Rao,False,False,525.01,Afternoon,False,n/a
CUST0223,Ashok Reddy,True,False,213.12,Afternoon,False,n/a
CUST0224,Shalini Kumar,True,False,547.29,Morning,False,n/a
CUST0225,Sanjay Gupta,True,True,161.27,Afternoon,False,n/a
CUST0226,Arun Pillai,False,False,341.38,Morning,False,n/a
CUST0227,Sanjay Sharma,False,True,622.24,Afternoon,False,n/a
CUST0228,Ravi Mehta,True,False,248.96,Evening,False,n/a
CUST0229,Sanjay Verma,True,True,299.94,Afternoon,False,n/a
CUST0230,Kavita Verma,True,True,390.27,Afternoon,True,campaign
CUST0231,Rekha Nair,True,True,224.55,Evening,False,n/a
CUST0232,Manoj Verma,True,False,381.88,Evening,False,n/a
CUST0233,Arun Chauhan,False,False,460.79,Evening,False,n/a
CUST0234,Ashok Joshi,True,True,354.37,Afternoon,False,n/a
CUST0235,Vikram Gupta,True,True,364.72,Morning,False,n/a
CUST0236,Sunita Mehta,False,True,578.05,Morning,True,campaign
CUST0237,Nisha Das,True,True,539.66,Morning,False,n/a
CUST0238,Rajesh Patel,True,True,199.96,Morning,False,n/a
CUST0239,Rajesh Reddy,False,False,640.66,Morning,False,n/a
CUST0240,Vinod Iyer,True,False,645.22,Evening,False,n/a
CUST0241,Vinod Iyer,True,False,325.33,Afternoon,False,n/a
CUST0242,Divya Gupta,False,True,154.93,Morning,True,campaign
CUST0243,Shalini Das,True,False,467.98,Evening,False,n/a
CUST0244,Manoj Joshi,True,False,605.88,Afternoon,False,n/a
CUST0245,Prakash Das,True,False,164.9,Evening,False,n/a
CUST0246,Sanjay Joshi,False,False,559.35,Evening,False,n/a
CUST0247,Divya Verma,False,True,311.77,Afternoon,False,n/a
CUST0248,Neha Iyer,False,True,526.06,Morning,False,n/a
CUST0249,Deepa Nair,True,True,537.7,Evening,False,n/a
CUST0250,Shalini Gupta,False,False,447.56,Evening,False,n/a
CUST0251,Sanjay Nair,True,False,528.68,Morning,False,n/a
CUST0252,Anita Chauhan,True,True,501.38,Afternoon,True,holdout
CUST0253,Nisha Rao,False,False,244.02,Morning,False,n/a
CUST0254,Neha Bhatt,False,True,479.5,Evening,False,n/a
CUST0255,Rajesh Chauhan,False,False,386.54,Afternoon,False,n/a
CUST0256,Kavita Patel,False,True,252.5,Evening,False,n/a
CUST0257,Meera Mehta,False,True,568.32,Morning,False,n/a
CUST0258,Neha Verma,False,True,599.81,Morning,True,campaign
CUST0259,Pooja Verma,False,True,359.1,Afternoon,True,campaign
CUST0260,Ramesh Pillai,True,True,244.96,Morning,True,campaign
CUST0261,Rekha Kumar,True,False,564.76,Evening,False,n/a
CUST0262,Ashok Nair,True,True,559.77,Evening,False,n/a
CUST0263,Manoj Bhatt,True,True,161.99,Afternoon,False,n/a
CUST0264,Suresh Nair,True,False,399.72,Morning,False,n/a
CUST0265,Neha Kumar,True,True,342.51,Evening,False,n/a
CUST0266,Rajesh Verma,True,False,436.27,Morning,False,n/a
CUST0267,Prakash Kumar,False,True,120.83,Afternoon,False,n/a
CUST0268,Deepa Pillai,True,False,397.45,Afternoon,False,n/a
CUST0269,Anil Sharma,True,True,456.91,Afternoon,True,campaign
CUST0270,Vikram Sharma,True,True,247.8,Evening,False,n/a
CUST0271,Prakash Reddy,False,False,296.23,Morning,False,n/a
CUST0272,Rekha Joshi,False,True,532.95,Afternoon,False,n/a
CUST0273,Ravi Bhatt,False,False,153.44,Afternoon,False,n/a
CUST0274,Sunita Rao,True,False,589.47,Afternoon,False,n/a
CUST0275,Neha Das,False,True,254.26,Evening,False,n/a
CUST0276,Suresh Rao,True,False,578.87,Afternoon,False,n/a
CUST0277,Vikram Reddy,False,True,332.01,Afternoon,False,n/a
CUST0278,Sanjay Joshi,False,True,383.69,Evening,False,n/a
CUST0279,Vikram Verma,False,True,439.3,Morning,False,n/a
CUST0280,Shalini Rao,True,True,470.29,Afternoon,False,n/a
CUST0281,Rajesh Pillai,True,True,356.98,Evening,False,n/a
CUST0282,Rekha Pillai,True,False,622.39,Morning,False,n/a
CUST0283,Divya Das,True,False,480.09,Morning,False,n/a
CUST0284,Manoj Chauhan,True,True,532.61,Afternoon,True,campaign
CUST0285,Rekha Das,False,True,201.32,Afternoon,False,n/a
CUST0286,Rekha Mehta,True,True,192.98,Afternoon,False,n/a
CUST0287,Sanjay Joshi,False,True,180.13,Evening,False,n/a
CUST0288,Kavita Bhatt,True,False,182.41,Afternoon,False,n/a
CUST0289,Ravi Chauhan,True,True,487.81,Afternoon,False,n/a
CUST0290,Suresh Reddy,True,True,211.51,Evening,True,campaign
CUST0291,Rajesh Verma,False,False,642.88,Evening,False,n/a
CUST0292,Rekha Verma,True,True,278.98,Morning,False,n/a
CUST0293,Ravi Iyer,False,True,184.32,Morning,True,campaign
CUST0294,Manoj Kumar,False,True,413.63,Afternoon,False,n/a
CUST0295,Rajesh Nair,False,True,283.92,Evening,True,campaign
CUST0296,Anita Bhatt,True,False,556.37,Morning,False,n/a
CUST0297,Manoj Joshi,False,True,480.46,Afternoon,False,n/a
CUST0298,Manoj Iyer,False,True,386.52,Morning,True,holdout
CUST0299,Priya Nair,True,True,615.41,Morning,False,n/a
CUST0300,Rekha Rao,False,True,456.58,Evening,False,n/a
CUST0301,Vikram Nair,False,True,169.52,Evening,False,n/a
CUST0302,Kavita Nair,True,True,598.06,Afternoon,False,n/a
CUST0303,Arun Gupta,False,True,144.09,Evening,True,campaign
CUST0304,Arun Singh,False,False,340.79,Evening,False,n/a
CUST0305,Ramesh Bhatt,False,True,460.21,Afternoon,False,n/a
CUST0306,Meera Kumar,False,False,277.64,Morning,False,n/a
CUST0307,Ravi Gupta,True,True,366.15,Afternoon,False,n/a
CUST0308,Nisha Nair,True,False,509.13,Afternoon,False,n/a
CUST0309,Sanjay Nair,False,True,176.28,Morning,False,n/a
CUST0310,Rajesh Reddy,True,True,171.31,Afternoon,True,campaign
CUST0311,Sanjay Pillai,True,False,204.64,Afternoon,False,n/a
CUST0312,Arun Joshi,True,True,647.86,Afternoon,False,n/a
CUST0313,Meera Rao,True,True,328.42,Afternoon,False,n/a
CUST0314,Deepa Patel,False,True,269.12,Evening,True,campaign
CUST0315,Prakash Bhatt,True,True,176.97,Morning,True,campaign
CUST0316,Vikram Mehta,False,True,332.31,Evening,False,n/a
CUST0317,Shalini Patel,True,True,324.76,Afternoon,False,n/a
CUST0318,Shalini Singh,False,True,443.85,Morning,False,n/a
CUST0319,Priya Das,True,False,415.65,Afternoon,False,n/a
CUST0320,Manoj Patel,False,True,141.34,Morning,False,n/a
CUST0321,Manoj Joshi,False,True,198.94,Evening,False,n/a
CUST0322,Manoj Joshi,False,True,328.27,Evening,False,n/a
CUST0323,Anita Rao,False,True,390.15,Afternoon,False,n/a
CUST0324,Ravi Rao,True,True,295.56,Morning,False,n/a
CUST0325,Pooja Rao,False,False,484.66,Morning,False,n/a
CUST0326,Nisha Bhatt,True,True,635.19,Evening,True,campaign
CUST0327,Arun Kumar,False,True,210.37,Evening,True,campaign
CUST0328,Anita Das,True,False,136.73,Evening,False,n/a
CUST0329,Priya Patel,True,True,200.26,Evening,False,n/a
CUST0330,Suresh Pillai,True,True,369.95,Evening,False,n/a
CUST0331,Anita Gupta,False,True,417.27,Evening,False,n/a
CUST0332,Meera Das,True,True,603.43,Afternoon,False,n/a
CUST0333,Shalini Mehta,False,False,480.8,Evening,False,n/a
CUST0334,Vikram Bhatt,True,True,415.79,Morning,False,n/a
CUST0335,Neha Rao,False,False,379.17,Afternoon,False,n/a
CUST0336,Rekha Singh,True,True,407.89,Afternoon,False,n/a
CUST0337,Rekha Nair,True,True,498.49,Afternoon,False,n/a
CUST0338,Rajesh Singh,False,True,558.81,Afternoon,False,n/a
CUST0339,Shalini Singh,True,True,431.02,Morning,True,campaign
CUST0340,Sunita Kumar,False,True,339.05,Evening,False,n/a
CUST0341,Meera Reddy,False,True,631.19,Morning,False,n/a
CUST0342,Pooja Bhatt,True,True,630.87,Afternoon,False,n/a
CUST0343,Neha Gupta,False,True,424.29,Evening,False,n/a
CUST0344,Anita Gupta,False,True,587.59,Morning,True,campaign
CUST0345,Sunita Das,False,True,516.97,Afternoon,True,campaign
CUST0346,Sunita Sharma,True,True,612.08,Afternoon,False,n/a
CUST0347,Neha Chauhan,False,True,381.77,Morning,False,n/a
CUST0348,Vinod Chauhan,True,False,295.26,Evening,False,n/a
CUST0349,Rajesh Singh,False,True,298.67,Afternoon,False,n/a
CUST0350,Arun Patel,True,False,595.43,Afternoon,False,n/a
CUST0351,Vinod Joshi,True,False,217.93,Morning,False,n/a
CUST0352,Meera Joshi,False,True,323.29,Afternoon,False,n/a
CUST0353,Vikram Joshi,True,False,126.06,Evening,False,n/a
CUST0354,Rekha Kumar,True,True,282.61,Afternoon,False,n/a
CUST0355,Divya Rao,False,True,618.54,Afternoon,False,n/a
CUST0356,Nisha Kumar,True,True,201.19,Evening,False,n/a
CUST0357,Nisha Mehta,True,True,369.54,Evening,True,campaign
CUST0358,Divya Patel,False,False,435.78,Morning,False,n/a
CUST0359,Vinod Chauhan,True,True,606.14,Morning,False,n/a
CUST0360,Sunita Patel,False,True,293.9,Evening,False,n/a
CUST0361,Rajesh Reddy,False,False,379.08,Evening,False,n/a
CUST0362,Rajesh Gupta,True,True,362.1,Morning,False,n/a
CUST0363,Shalini Chauhan,False,True,131.54,Afternoon,False,n/a
CUST0364,Ramesh Patel,False,True,302.6,Morning,True,campaign
CUST0365,Shalini Gupta,False,True,614.9,Morning,True,campaign
CUST0366,Neha Pillai,True,True,460.01,Evening,False,n/a
CUST0367,Prakash Pillai,True,False,357.72,Afternoon,False,n/a
CUST0368,Sanjay Verma,False,False,405.83,Evening,False,n/a
CUST0369,Rekha Reddy,True,True,400.29,Evening,False,n/a
CUST0370,Deepa Sharma,False,False,365.39,Evening,False,n/a
CUST0371,Shalini Pillai,True,False,251.18,Afternoon,False,n/a
CUST0372,Manoj Singh,True,False,525.71,Morning,False,n/a
CUST0373,Divya Pillai,False,False,591.19,Morning,False,n/a
CUST0374,Suresh Verma,True,True,436.83,Evening,True,campaign
CUST0375,Sunita Kumar,False,True,244.2,Morning,False,n/a
CUST0376,Sunita Nair,True,True,552.37,Evening,False,n/a
CUST0377,Arun Joshi,False,False,553.74,Morning,False,n/a
CUST0378,Neha Nair,False,True,339.19,Afternoon,False,n/a
CUST0379,Sunita Iyer,False,True,382.68,Afternoon,False,n/a
CUST0380,Prakash Das,False,True,340.65,Morning,True,holdout
CUST0381,Neha Das,True,True,247.71,Morning,False,n/a
CUST0382,Neha Nair,False,False,418.06,Afternoon,False,n/a
CUST0383,Shalini Nair,True,True,295.04,Morning,False,n/a
CUST0384,Rajesh Mehta,True,False,220.96,Afternoon,False,n/a
CUST0385,Sanjay Gupta,False,True,523.7,Evening,True,campaign
CUST0386,Divya Patel,True,False,296.47,Morning,False,n/a
CUST0387,Suresh Patel,False,True,649.77,Afternoon,False,n/a
CUST0388,Deepa Patel,True,True,290.46,Afternoon,True,campaign
CUST0389,Sanjay Chauhan,True,True,258.63,Evening,False,n/a
CUST0390,Meera Chauhan,True,False,368.83,Afternoon,False,n/a
CUST0391,Suresh Mehta,True,True,577.96,Evening,False,n/a
CUST0392,Manoj Sharma,True,False,426.95,Afternoon,False,n/a
CUST0393,Neha Nair,True,True,421.99,Morning,True,campaign
CUST0394,Meera Joshi,True,False,632.25,Evening,False,n/a
CUST0395,Anita Bhatt,True,False,306.65,Morning,False,n/a
CUST0396,Anita Bhatt,True,False,644.87,Morning,False,n/a
CUST0397,Vinod Gupta,False,True,553.54,Morning,False,n/a
CUST0398,Ramesh Pillai,True,True,156.02,Morning,False,n/a
CUST0399,Ramesh Patel,True,True,447.45,Evening,False,n/a
CUST0400,Nisha Bhatt,False,True,402.07,Afternoon,False,n/a
CUST0401,Ramesh Sharma,True,True,638.06,Morning,False,n/a
CUST0402,Vinod Pillai,False,False,176.72,Morning,False,n/a
CUST0403,Vinod Nair,True,True,253.78,Afternoon,False,n/a
CUST0404,Vikram Das,True,False,363.27,Morning,False,n/a
CUST0405,Ravi Kumar,True,False,162.73,Evening,False,n/a
CUST0406,Sunita Verma,True,True,372.28,Evening,False,n/a
CUST0407,Ramesh Iyer,True,False,461.8,Afternoon,False,n/a
CUST0408,Arun Reddy,False,False,241.78,Evening,False,n/a
CUST0409,Arun Bhatt,True,False,482.75,Afternoon,False,n/a
CUST0410,Shalini Gupta,True,False,128.3,Morning,False,n/a
CUST0411,Arun Nair,False,False,331.1,Morning,False,n/a
CUST0412,Neha Iyer,False,True,570.2,Evening,False,n/a
CUST0413,Shalini Joshi,True,False,538.96,Evening,False,n/a
CUST0414,Anita Verma,True,False,148.46,Afternoon,False,n/a
CUST0415,Deepa Verma,True,False,626.07,Afternoon,False,n/a
CUST0416,Ashok Sharma,False,False,358.79,Morning,False,n/a
CUST0417,Rekha Das,True,False,470.16,Morning,False,n/a
CUST0418,Nisha Rao,False,False,163.48,Morning,False,n/a
CUST0419,Sanjay Nair,False,True,176.47,Morning,True,campaign
